#sin^2(theta23) Delta_CP/deg Delta_chi^2
   5.3457422e-01   1.2599972e+02   7.2455500e+01
   5.3457422e-01   1.3139985e+02   6.6007600e+01
   5.3457422e-01   1.3679998e+02   5.9619000e+01
   5.3457422e-01   1.4220010e+02   5.3408500e+01
   5.3457422e-01   1.4760023e+02   4.7483000e+01
   5.3457422e-01   1.5299978e+02   4.1935800e+01
   5.3457422e-01   1.5839991e+02   3.6844500e+01
   5.3457422e-01   1.6380004e+02   3.2269800e+01
   5.3457422e-01   1.6920017e+02   2.8255400e+01
   5.3457422e-01   1.7459972e+02   2.4827500e+01
   5.3457422e-01   1.7999985e+02   2.1995400e+01
   5.3457422e-01   1.8539998e+02   1.9752300e+01
   5.3457422e-01   1.9080010e+02   1.8076900e+01
   5.3457422e-01   1.9620023e+02   1.6934400e+01
   5.3457422e-01   2.0159978e+02   1.6279300e+01
   5.3457422e-01   2.0699991e+02   1.6056800e+01
   5.3457422e-01   2.1240004e+02   1.6205200e+01
   5.3457422e-01   2.1780017e+02   1.6658700e+01
   5.3457422e-01   2.2319972e+02   1.7349900e+01
   5.3457422e-01   2.2859985e+02   1.8211500e+01
   5.3457422e-01   2.3399997e+02   1.9179700e+01
   5.3457422e-01   2.3940010e+02   2.0195700e+01
   5.3457422e-01   2.4480023e+02   2.1208000e+01
   5.3457422e-01   2.5019978e+02   2.2174100e+01
   5.3457422e-01   2.5559991e+02   2.3062000e+01
   5.3457422e-01   2.6100004e+02   2.3851300e+01
   5.3457422e-01   2.6640016e+02   2.4533700e+01
   5.3457422e-01   2.7179972e+02   2.5113500e+01
   5.3457422e-01   2.7719985e+02   2.5607300e+01
   5.3457422e-01   2.8259997e+02   2.6043300e+01
   5.3631982e-01   1.2599972e+02   7.0794800e+01
   5.3631982e-01   1.3139985e+02   6.4401100e+01
   5.3631982e-01   1.3679998e+02   5.8069300e+01
   5.3631982e-01   1.4220010e+02   5.1917300e+01
   5.3631982e-01   1.4760023e+02   4.6051300e+01
   5.3631982e-01   1.5299978e+02   4.0563600e+01
   5.3631982e-01   1.5839991e+02   3.5531000e+01
   5.3631982e-01   1.6380004e+02   3.1013700e+01
   5.3631982e-01   1.6920017e+02   2.7054800e+01
   5.3631982e-01   1.7459972e+02   2.3680000e+01
   5.3631982e-01   1.7999985e+02   2.0898100e+01
   5.3631982e-01   1.8539998e+02   1.8702200e+01
   5.3631982e-01   1.9080010e+02   1.7070700e+01
   5.3631982e-01   1.9620023e+02   1.5968800e+01
   5.3631982e-01   2.0159978e+02   1.5350800e+01
   5.3631982e-01   2.0699991e+02   1.5161900e+01
   5.3631982e-01   2.1240004e+02   1.5340800e+01
   5.3631982e-01   2.1780017e+02   1.5821600e+01
   5.3631982e-01   2.2319972e+02   1.6537000e+01
   5.3631982e-01   2.2859985e+02   1.7420000e+01
   5.3631982e-01   2.3399997e+02   1.8407000e+01
   5.3631982e-01   2.3940010e+02   1.9439200e+01
   5.3631982e-01   2.4480023e+02   2.0465300e+01
   5.3631982e-01   2.5019978e+02   2.1443100e+01
   5.3631982e-01   2.5559991e+02   2.2340500e+01
   5.3631982e-01   2.6100004e+02   2.3137200e+01
   5.3631982e-01   2.6640016e+02   2.3824800e+01
   5.3631982e-01   2.7179972e+02   2.4407800e+01
   5.3631982e-01   2.7719985e+02   2.4902300e+01
   5.3631982e-01   2.8259997e+02   2.5336700e+01
   5.3806497e-01   1.2599972e+02   6.9114500e+01
   5.3806497e-01   1.3139985e+02   6.2774600e+01
   5.3806497e-01   1.3679998e+02   5.6499400e+01
   5.3806497e-01   1.4220010e+02   5.0405700e+01
   5.3806497e-01   1.4760023e+02   4.4598900e+01
   5.3806497e-01   1.5299978e+02   3.9170400e+01
   5.3806497e-01   1.5839991e+02   3.4196300e+01
   5.3806497e-01   1.6380004e+02   2.9736300e+01
   5.3806497e-01   1.6920017e+02   2.5832600e+01
   5.3806497e-01   1.7459972e+02   2.2510600e+01
   5.3806497e-01   1.7999985e+02   1.9778800e+01
   5.3806497e-01   1.8539998e+02   1.7629900e+01
   5.3806497e-01   1.9080010e+02   1.6042100e+01
   5.3806497e-01   1.9620023e+02   1.4980500e+01
   5.3806497e-01   2.0159978e+02   1.4399500e+01
   5.3806497e-01   2.0699991e+02   1.4244200e+01
   5.3806497e-01   2.1240004e+02   1.4453300e+01
   5.3806497e-01   2.1780017e+02   1.4961300e+01
   5.3806497e-01   2.2319972e+02   1.5700800e+01
   5.3806497e-01   2.2859985e+02   1.6605100e+01
   5.3806497e-01   2.3399997e+02   1.7610600e+01
   5.3806497e-01   2.3940010e+02   1.8659000e+01
   5.3806497e-01   2.4480023e+02   1.9698900e+01
   5.3806497e-01   2.5019978e+02   2.0688200e+01
   5.3806497e-01   2.5559991e+02   2.1595100e+01
   5.3806497e-01   2.6100004e+02   2.2399100e+01
   5.3806497e-01   2.6640016e+02   2.3092000e+01
   5.3806497e-01   2.7179972e+02   2.3677900e+01
   5.3806497e-01   2.7719985e+02   2.4173300e+01
   5.3806497e-01   2.8259997e+02   2.4606000e+01
   5.3980966e-01   1.2599972e+02   6.7419200e+01
   5.3980966e-01   1.3139985e+02   6.1133000e+01
   5.3980966e-01   1.3679998e+02   5.4914200e+01
   5.3980966e-01   1.4220010e+02   4.8878600e+01
   5.3980966e-01   1.4760023e+02   4.3130700e+01
   5.3980966e-01   1.5299978e+02   3.7761200e+01
   5.3980966e-01   1.5839991e+02   3.2845500e+01
   5.3980966e-01   1.6380004e+02   2.8442400e+01
   5.3980966e-01   1.6920017e+02   2.4593700e+01
   5.3980966e-01   1.7459972e+02   2.1324400e+01
   5.3980966e-01   1.7999985e+02   1.8642400e+01
   5.3980966e-01   1.8539998e+02   1.6540300e+01
