6.526698384730552638e-01 8.289306334778564178e+01
6.527164747514188070e-01 8.289306334778564178e+01
6.527631110297824613e-01 8.289306334778564178e+01
6.528097473081460045e-01 3.707901688625346992e+01
6.528563835865096587e-01 3.681000826034242124e+01
6.529030198648732020e-01 3.408640708158110044e+01
6.529496561432367452e-01 3.381928244333161615e+01
6.529962924216003994e-01 3.355496308812422512e+01
6.530429286999639427e-01 3.329346557316601007e+01
6.530895649783275969e-01 3.303480660824574500e+01
6.531362012566911401e-01 3.277900305699873940e+01
6.531828375350546834e-01 3.252607193738619884e+01
6.532294738134183376e-01 3.227603042140189871e+01
6.532761100917818808e-01 3.202889583401719875e+01
6.533227463701454241e-01 3.178468565137435675e+01
6.533693826485090783e-01 3.154341749823721841e+01
6.534160189268726215e-01 3.130510914470777095e+01
6.534626552052362758e-01 3.060409698929790423e+01
6.535092914835998190e-01 3.036598436205751739e+01
6.535559277619633622e-01 3.013081881437094367e+01
6.536025640403270165e-01 2.989861798581937435e+01
6.536492003186905597e-01 2.966939963002536018e+01
6.536958365970542140e-01 2.878700488211534747e+01
6.537424728754177572e-01 2.855381620813159316e+01
6.537891091537813004e-01 2.832353675084855738e+01
6.538357454321449547e-01 2.809618367071861300e+01
6.538823817105084979e-01 2.768869449207587863e+01
6.539290179888721521e-01 2.746408006259262535e+01
6.539756542672356954e-01 2.696602088679494358e+01
6.540222905455992386e-01 2.674230541434590691e+01
6.540689268239628928e-01 2.652149033951170054e+01
6.541155631023264361e-01 2.630359251448843949e+01
6.541621993806900903e-01 2.608862882257261973e+01
6.542088356590536335e-01 2.587661616554678190e+01
6.542554719374171768e-01 2.566757145067366608e+01
6.543021082157808310e-01 2.546151157733814330e+01
6.543487444941443743e-01 2.517407718319860521e+01
6.543953807725079175e-01 2.497198179910612836e+01
6.544420170508715717e-01 2.477287992963905694e+01
6.544886533292351150e-01 2.457678772296584668e+01
6.545352896075987692e-01 2.438372124857091450e+01
6.545819258859623124e-01 2.414038310037678059e+01
6.546285621643258557e-01 2.395190567692509731e+01
6.546751984426895099e-01 2.376646484373421586e+01
6.547218347210530531e-01 2.358407554179167676e+01
6.547684709994167074e-01 2.340475255730470749e+01
6.548151072777802506e-01 2.322851050806285755e+01
6.548617435561437938e-01 2.292428871928387935e+01
6.549083798345074481e-01 2.274996271660424796e+01
6.549550161128709913e-01 2.257863890629014847e+01
6.550016523912346456e-01 2.241032847657869098e+01
6.550482886695981888e-01 2.224504235976750621e+01
6.550949249479617320e-01 2.203460710125766653e+01
6.551415612263253863e-01 2.175910611620127355e+01
6.551881975046889295e-01 2.152444625117330190e+01
6.552348337830525837e-01 2.133682298748309947e+01
6.552814700614161270e-01 2.117699698695408372e+01
6.553281063397796702e-01 2.092121798783394127e+01
6.553747426181433244e-01 2.076340315594791264e+01
6.554213788965068677e-01 2.060829099541759390e+01
6.554680151748704109e-01 2.045588304252325074e+01
6.555146514532340651e-01 2.030618060577228690e+01
6.555612877315976084e-01 2.014207863776222140e+01
6.556079240099612626e-01 1.999712206321820673e+01
6.556545602883248058e-01 1.985485302113598038e+01
6.557011965666883491e-01 1.971527164148507794e+01
6.557478328450520033e-01 1.957837787989543443e+01
6.557944691234155465e-01 1.944417152999843523e+01
6.558411054017792008e-01 1.931265223649941376e+01
6.558877416801427440e-01 1.915910099753785190e+01
6.559343779585062872e-01 1.903188014626086044e+01
6.559810142368699415e-01 1.890730649927157359e+01
6.560276505152334847e-01 1.878537836370318104e+01
6.560742867935971390e-01 1.864108089734335039e+01
6.561209230719606822e-01 1.850732528973181346e+01
6.561675593503242254e-01 1.839140446298227261e+01
6.562141956286878797e-01 1.825313340112406735e+01
6.562608319070514229e-01 1.813269556198978094e+01
6.563074681854149661e-01 1.801474976128593752e+01
6.563541044637786204e-01 1.789794566674738974e+01
6.564007407421421636e-01 1.779121913120427223e+01
6.564473770205058178e-01 1.767953577328934855e+01
6.564940132988693611e-01 1.756972881301960854e+01
6.565406495772329043e-01 1.745424194460564493e+01
6.565872858555965585e-01 1.732102703552613221e+01
6.566339221339601018e-01 1.722347234682677808e+01
6.566805584123237560e-01 1.706285444757101999e+01
6.567271946906872992e-01 1.694291803950898867e+01
6.567738309690508425e-01 1.684777686172862587e+01
6.568204672474144967e-01 1.674481660808115180e+01
6.568671035257780400e-01 1.662107257637298474e+01
6.569137398041416942e-01 1.653012278055947348e+01
