# T23/DCP projection: sin^2(theta23) Delta_CP/deg Delta_chi^2
 0.250 -180 4.300162e+02
 0.250 -175 4.263426e+02
 0.250 -170 4.228786e+02
 0.250 -165 4.196616e+02
 0.250 -160 4.167044e+02
 0.250 -155 4.139893e+02
 0.250 -150 4.115201e+02
 0.250 -145 4.093089e+02
 0.250 -140 4.073491e+02
 0.250 -135 4.056195e+02
 0.250 -130 4.041196e+02
 0.250 -125 4.028556e+02
 0.250 -120 4.018032e+02
 0.250 -115 4.009590e+02
 0.250 -110 4.003155e+02
 0.250 -105 3.998597e+02
 0.250 -100 3.995903e+02
 0.250 -95 3.995072e+02
 0.250 -90 3.995947e+02
 0.250 -85 3.998533e+02
 0.250 -80 4.002882e+02
 0.250 -75 4.008985e+02
 0.250 -70 4.016836e+02
 0.250 -65 4.026469e+02
 0.250 -60 4.038022e+02
 0.250 -55 4.051448e+02
 0.250 -50 4.066867e+02
 0.250 -45 4.084461e+02
 0.250 -40 4.104124e+02
 0.250 -35 4.125838e+02
 0.250 -30 4.149954e+02
 0.250 -25 4.176398e+02
 0.250 -20 4.204969e+02
 0.250 -15 4.235744e+02
 0.250 -10 4.268864e+02
 0.250 -5 4.304142e+02
 0.250 0 4.341116e+02
 0.250 5 4.380015e+02
 0.250 10 4.420730e+02
 0.250 15 4.462434e+02
 0.250 20 4.505234e+02
 0.250 25 4.548938e+02
 0.250 30 4.592279e+02
 0.250 35 4.635345e+02
 0.250 40 4.678054e+02
 0.250 45 4.718620e+02
 0.250 50 4.757027e+02
 0.250 55 4.793334e+02
 0.250 60 4.825709e+02
 0.250 65 4.853821e+02
 0.250 70 4.877930e+02
 0.250 75 4.896540e+02
 0.250 80 4.909440e+02
 0.250 85 4.916876e+02
 0.250 90 4.918212e+02
 0.250 95 4.913145e+02
 0.250 100 4.902152e+02
 0.250 105 4.885713e+02
 0.250 110 4.863523e+02
 0.250 115 4.835989e+02
 0.250 120 4.804565e+02
 0.250 125 4.769228e+02
 0.250 130 4.730013e+02
 0.250 135 4.688861e+02
 0.250 140 4.645904e+02
 0.250 145 4.601106e+02
 0.250 150 4.556129e+02
 0.250 155 4.511204e+02
 0.250 160 4.466211e+02
 0.250 165 4.422479e+02
 0.250 170 4.380177e+02
 0.250 175 4.339147e+02
 0.250 180 4.300162e+02
 0.250 185 4.263426e+02
 0.250 190 4.228786e+02
 0.250 195 4.196616e+02
 0.250 200 4.167044e+02
 0.250 205 4.139893e+02
 0.250 210 4.115201e+02
 0.250 215 4.093089e+02
 0.250 220 4.073491e+02
 0.250 225 4.056195e+02
 0.250 230 4.041196e+02
 0.250 235 4.028556e+02
 0.250 240 4.018032e+02
 0.250 245 4.009590e+02
 0.250 250 4.003155e+02
 0.250 255 3.998597e+02
 0.250 260 3.995903e+02
 0.250 265 3.995072e+02
 0.250 270 3.995947e+02
 0.250 275 3.998533e+02
 0.250 280 4.002882e+02
 0.250 285 4.008985e+02
 0.250 290 4.016836e+02
 0.250 295 4.026469e+02
 0.250 300 4.038022e+02
 0.250 305 4.051448e+02
 0.250 310 4.066867e+02
 0.250 315 4.084461e+02
 0.250 320 4.104124e+02
 0.250 325 4.125838e+02
 0.250 330 4.149954e+02
 0.250 335 4.176398e+02
 0.250 340 4.204969e+02
 0.250 345 4.235744e+02
 0.250 350 4.268864e+02
 0.250 355 4.304142e+02
 0.250 360 4.341116e+02
 0.255 -180 4.097165e+02
 0.255 -175 4.060908e+02
 0.255 -170 4.026713e+02
 0.255 -165 3.994948e+02
 0.255 -160 3.965738e+02
 0.255 -155 3.938961e+02
 0.255 -150 3.914629e+02
 0.255 -145 3.892742e+02
 0.255 -140 3.873333e+02
 0.255 -135 3.856228e+02
 0.255 -130 3.841446e+02
 0.255 -125 3.828892e+02
 0.255 -120 3.818413e+02
 0.255 -115 3.809998e+02
 0.255 -110 3.803647e+02
 0.255 -105 3.799056e+02
 0.255 -100 3.796279e+02
 0.255 -95 3.795381e+02
 0.255 -90 3.796225e+02
 0.255 -85 3.798651e+02
 0.255 -80 3.802819e+02
 0.255 -75 3.808799e+02
 0.255 -70 3.816505e+02
 0.255 -65 3.825895e+02
 0.255 -60 3.837206e+02
 0.255 -55 3.850454e+02
 0.255 -50 3.865624e+02
 0.255 -45 3.882902e+02
 0.255 -40 3.902248e+02
 0.255 -35 3.923698e+02
 0.255 -30 3.947517e+02
 0.255 -25 3.973571e+02
 0.255 -20 4.001739e+02
 0.255 -15 4.032113e+02
 0.255 -10 4.064854e+02
 0.255 -5 4.099682e+02
 0.255 0 4.136229e+02
 0.255 5 4.174677e+02
 0.255 10 4.214903e+02
 0.255 15 4.256096e+02
 0.255 20 4.298377e+02
 0.255 25 4.341556e+02
 0.255 30 4.384354e+02
 0.255 35 4.426880e+02
 0.255 40 4.469042e+02
 0.255 45 4.509077e+02
 0.255 50 4.547043e+02
 0.255 55 4.582953e+02
 0.255 60 4.614815e+02
 0.255 65 4.642632e+02
 0.255 70 4.666427e+02
 0.255 75 4.684807e+02
 0.255 80 4.697568e+02
 0.255 85 4.704924e+02
 0.255 90 4.706289e+02
 0.255 95 4.701310e+02
 0.255 100 4.690517e+02
 0.255 105 4.674320e+02
 0.255 110 4.652518e+02
 0.255 115 4.625334e+02
 0.255 120 4.594429e+02
 0.255 125 4.559579e+02
 0.255 130 4.520921e+02
 0.255 135 4.480398e+02
 0.255 140 4.438084e+02
 0.255 145 4.393885e+02
 0.255 150 4.349556e+02
 0.255 155 4.305240e+02
 0.255 160 4.260865e+02
 0.255 165 4.217741e+02
